recipe_link,name,prep,cook,additional,total,servings,yield,ingredients,instructions,nutrition
https://www.allrecipes.com/recipe/260625/crumbed-chicken-tenderloins-air-fried/,Crumbed Chicken Tenderloins (Air Fried) Recipe,15 mins,12 mins,,27 mins,4,8 tenderloins,"1 egg, ½ cup dry bread crumbs, 2 tablespoons vegetable oil, 8 chicken tenderloins","Preheat an air fryer to 350 degrees F (175 degrees C). Whisk egg in a small bowl. Mix bread crumbs and oil together in a second bowl until mixture becomes loose and crumbly. Dip each chicken tenderloin into the bowl of egg; shake off any residual egg. Dip chicken into the crumb mixture, making sure it is evenly and fully covered. Lay chicken tenderloins into the basket of the air fryer. Cook until no longer pink in the center, about 12 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",253 calories; protein 26.2g; carbohydrates 9.8g; fat 11.4g; cholesterol 109mg; sodium 170.7mg.
https://www.allrecipes.com/recipe/32385/best-lemonade-ever/,Best Lemonade Ever Recipe,10 mins,5 mins,,15 mins,10,10 8-ounce servings,"1 ¾ cups white sugar, 1 cup water, 9 medium lemons, or more as needed, 7 cups ice-cold water, ice as needed","Combine sugar and 1 cup water in a small saucepan. Stir to dissolve sugar while mixture comes to a boil. Set aside to cool slightly. Meanwhile, roll lemons around on your counter to soften. Cut in half lengthwise, and squeeze into a liquid measuring cup. Add pulp to the juice, but discard any seeds. Continue juicing until you have 1 1/2 cups fresh juice and pulp.  Pour 7 cups ice-cold water into a pitcher. Stir in lemon juice and pulp, then add simple syrup to taste. Add ice.",145 calories; protein 0.1g; carbohydrates 38.2g; sodium 6.1mg.
https://www.allrecipes.com/recipe/229123/best-beef-enchiladas/,Best Beef Enchiladas Recipe,25 mins,20 mins,,45 mins,8,8 servings,"2 pounds ground beef, ¼ medium onion, finely chopped, 1 cup shredded Cheddar cheese, ½ cup sour cream, 1 tablespoon dried parsley, 1 tablespoon taco seasoning, 1 teaspoon dried oregano, ½ teaspoon ground black pepper, 2 ½ cups enchilada sauce, 1 ½ teaspoons chili powder, 1 clove garlic, minced, ½ teaspoon salt, 8 flour tortillas, 1 (15 ounce) can black beans, rinsed and drained, 1 (4 ounce) can sliced black olives, drained, ¼ cup shredded Cheddar cheese","Preheat oven to 350 degrees F (175 degrees C). Cook and stir ground beef with onion in a skillet over medium heat until meat is crumbly and no longer pink, about 10 minutes. Drain grease. Stir 1 cup Cheddar cheese, sour cream, parsley, taco seasoning, oregano, and black pepper into the ground beef until cheese has melted. Mix in enchilada sauce, chili powder, garlic, and salt; bring to a simmer, reduce heat to low, and simmer until meat sauce is slightly thickened, about 5 minutes. Lay a tortilla onto a work surface and spoon about 1/4 cup of meat sauce down the center of the tortilla. Top meat sauce with 1 tablespoon black beans and a sprinkling of black olives. Roll the tortilla up, enclosing the filling, and lay seam-side down into a 9x13-inch baking dish. Repeat with remaining tortillas. Spoon any remaining meat sauce over the enchiladas and scatter any remaining black beans and black olives over the top. Sprinkle tortillas with 1/4 cup Cheddar cheese. Bake in the preheated oven until cheese topping is melted and enchiladas and sauce are bubbling, 20 to 22 minutes. Let stand 5 minutes before serving.",583 calories; protein 33g; carbohydrates 46.1g; fat 29.2g; cholesterol 93.7mg; sodium 1216.3mg.
https://www.allrecipes.com/recipe/228319/perfect-ten-baked-cod/,Perfect Ten Baked Cod Recipe,10 mins,25 mins,,35 mins,4,4 servings,"4 tablespoons butter, divided, ½ sleeve buttery round crackers (such as Ritz®), crushed, 1 pound thick-cut cod loin, ½ medium lemon, juiced, ¼ cup dry white wine, 1 tablespoon chopped fresh parsley, 1 tablespoon chopped green onion, 1 medium lemon, cut into wedges","Preheat oven to 400 degrees F (200 degrees C). Place 2 tablespoons butter in a microwave-safe bowl. Melt in the microwave on high, about 30 seconds. Stir buttery round crackers into melted butter. Place remaining 2 tablespoons butter in a 7x11-inch baking dish. Melt in the preheated oven, 1 to 3 minutes. Remove dish from oven. Coat both sides of cod in melted butter in the baking dish. Bake cod in the preheated oven for 10 minutes. Remove from oven; top with lemon juice, wine, and cracker mixture. Return to the oven and bake until fish is opaque and flakes easily with a fork, about 10 more minutes. Garnish with parsley and green onion and serve with lemon wedges.",280 calories; protein 20.9g; carbohydrates 9.3g; fat 16.1g; cholesterol 71.5mg; sodium 282.3mg.
https://www.allrecipes.com/recipe/255365/edible-cookie-dough/,Edible Cookie Dough Recipe,10 mins,,,10 mins,8,8 servings,"¾ cup packed brown sugar, ½ cup butter, 1 teaspoon vanilla extract, ½ teaspoon salt, 1 cup all-purpose flour, 2 tablespoons milk, ½ cup milk chocolate chips, ½ cup mini chocolate chips",Combine brown sugar and butter in a large bowl; beat with an electric mixer until creamy. Beat in vanilla extract and salt. Add flour; mix until a crumbly dough forms. Mix in milk. Fold in milk chocolate chips and mini chocolate chips.,348 calories; protein 3g; carbohydrates 45.5g; fat 18.5g; cholesterol 34.3mg; sodium 253.5mg.
https://www.allrecipes.com/recipe/275854/vegetarian-gnocchi-with-spinach-and-mushroom-butter-sauce/,Vegetarian Gnocchi with Spinach and Mushroom-Butter Sauce Recipe,10 mins,10 mins,,20 mins,4,4 servings,"1 (16 ounce) package gnocchi pasta, 4 tablespoons butter, 1 cup sliced baby portobello mushrooms, 3 cups baby spinach, 3 tablespoons chopped fresh basil, 2 tablespoons chopped garlic, 2 tablespoons grated Parmesan cheese, 1 teaspoon chopped fresh parsley, salt and ground black pepper to taste","Bring a large pot of lightly salted water to a boil. Cook gnocchi in the boiling water until they float to the top, 2 to 4 minutes. Drain and set aside. Meanwhile, melt butter in a large saucepan over medium heat. Add mushrooms and saute for 2 minutes. Toss in spinach, basil, garlic, Parmesan cheese, parsley, salt, and pepper. Cook and stir until spinach is wilted and sauce begins to thicken, about 5 minutes. Add gnocchi and stir until coated in sauce; cook for 2 more minutes.",289 calories; protein 5.4g; carbohydrates 22.7g; fat 20.3g; cholesterol 54mg; sodium 263.7mg.
https://www.allrecipes.com/recipe/266826/air-fryer-potato-wedges/,Air Fryer Potato Wedges Recipe,5 mins,30 mins,,35 mins,4,16 potato wedges,"2 medium russet potatoes, 1 ½ tablespoons olive oil, ½ teaspoon ground paprika, ½ teaspoon parsley flakes, ½ teaspoon chili powder, ½ teaspoon sea salt, ⅛ teaspoon ground black pepper","Preheat an air fryer to 400 degrees F (200 degrees C). Cut each potato in half lengthwise. Cut each half in half lengthwise, and then cut each quarter in half lengthwise. You will have 16 wedges. Place potato wedges in a large bowl. Add olive oil, paprika, parsley, chili, salt, and pepper; mix until well combined. Place 1/2 of the potato wedges in the basket of the air fryer and cook for 10 minutes. Flip wedges with tongs and cook for an additional 5 minutes. Remove to a plate. Repeat to cook the remaining wedges.",129 calories; protein 2.3g; carbohydrates 19g; fat 5.3g; sodium 230.2mg.
https://www.allrecipes.com/recipe/140286/homemade-dog-food/,Homemade Dog Food Recipe,5 mins,25 mins,,30 mins,5,10 cups,"6 cups water, 1 pound ground turkey, 2 cups brown rice, 1 teaspoon dried rosemary, ½ (16 ounce) package frozen broccoli, carrots and cauliflower combination","Place the water, ground turkey, rice, and rosemary into a large Dutch oven. Stir until the ground turkey is broken up and evenly distributed throughout the mixture; bring to a boil over high heat, then reduce heat to low and simmer for 20 minutes. Add the frozen vegetables, and cook for an additional 5 minutes. Remove from heat and cool. Refrigerate until using.",440 calories; protein 23.1g; carbohydrates 64.1g; fat 9.8g; cholesterol 71.7mg; sodium 118.3mg.
https://www.allrecipes.com/recipe/36925/garlic-butter/,Garlic Butter Recipe,10 mins,,,10 mins,16,1 cup,"1 cup butter, softened, 1 tablespoon minced garlic, ¼ cup grated Parmesan cheese, 1 tablespoon garlic salt, 1 teaspoon Italian seasoning, ½ teaspoon ground black pepper, ¼ teaspoon ground paprika","In a small bowl, combine softened butter, minced garlic and parmesan cheese. Season with garlic salt, Italian seasoning, pepper and paprika. Mix until smooth.",110 calories; protein 0.8g; carbohydrates 0.5g; fat 12g; cholesterol 31.9mg; sodium 445.5mg.
https://www.allrecipes.com/recipe/133123/peanut-butter-and-pumpkin-dog-treats/,Peanut Butter and Pumpkin Dog Treats Recipe,15 mins,40 mins,,55 mins,25,25 treats,"2 ½ cups whole wheat flour, 2 large eggs, ½ cup canned pumpkin, 2 tablespoons peanut butter, ½ teaspoon salt, ½ teaspoon ground cinnamon, 1 teaspoon water, or more if necessary (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Combine flour, eggs, pumpkin, peanut butter, salt, and cinnamon in a bowl; stir with a spatula until combined. Transfer mixture to a work surface and work it with your hands until mixture starts to come together. Add 1 teaspoon water at a time (only if needed) to help make the dough workable, but don't add too much as it should be dry and stiff. Roll the dough to a thickness of 1/2 inch. Cut into 1/2-inch pieces and transfer to a baking sheet. Bake in the preheated oven until dog treats are golden brown and crunchy, about 40 minutes. Let cool before serving to your dog.",56 calories; fat 1.3g; cholesterol 14.9mg; sodium 62.9mg; carbohydrates 9.4g; protein 2.5g.
https://www.allrecipes.com/recipe/280821/roasted-baby-potatoes/,Roasted Baby Potatoes Recipe,5 mins,20 mins,,25 mins,4,,"1 (24 ounce) bag unpeeled golden baby potatoes, 2 tablespoons olive oil, 2 cloves garlic, minced, 1 teaspoon chopped fresh rosemary, or to taste, sea salt and freshly ground black pepper to taste","Preheat the oven to 400 degrees F (200 degrees C). Combine potatoes, olive oil, garlic, rosemary, sea salt, and pepper in a bowl. Toss until potatoes are covered and garlic is evenly distributed. Transfer to a rimmed baking sheet. Bake on the bottom rack of the preheated oven, shaking every 5 minutes to prevent burning, until fork-tender, about 20 minutes.",193 calories; protein 3.5g; carbohydrates 30.2g; fat 6.9g; sodium 90.6mg.
https://www.allrecipes.com/recipe/240208/simple-baked-chicken-breasts/,Simple Baked Chicken Breasts Recipe,10 mins,25 mins,,35 mins,4,,"4 (5 ounce) skinless, boneless chicken breast halves, 2 tablespoons olive oil, ½ teaspoon coarse sea salt, or to taste, 1 pinch Creole seasoning (such as Tony Chachere's®), or more to taste, 1 tablespoon chicken broth, or more to taste","Preheat the oven to 400 degrees F (200 degrees C). Rub chicken breasts with olive oil and sprinkle both sides with salt and Creole seasoning. Place chicken in a broiler pan. Bake in the preheated oven for 10 minutes. Flip chicken and cook until no longer pink in the center and the juices run clear, about 15 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Remove chicken to a plate. Pour chicken broth into the pan and scrape any browned bits off the bottom with a flat-edged wooden spatula. Add more broth if needed to dislodge the browned bits, but not too much or it will be watery. To serve, drizzle the pan sauce over the chicken.",191 calories; protein 24.5g; carbohydrates 0.1g; fat 9.6g; cholesterol 67.2mg; sodium 1418.2mg.
https://www.allrecipes.com/recipe/244614/3-ingredient-peanut-butter-cookies/,3-Ingredient Peanut Butter Cookies Recipe,10 mins,10 mins,2 mins,22 mins,24,2 dozen cookies,"1 cup peanut butter, 1 cup white sugar, 1 egg","Preheat the oven to 350 degrees F (175 degrees C). Mix peanut butter, sugar, and egg together in a bowl using an electric mixer until smooth and creamy. Roll mixture into small balls and arrange on a baking sheet; flatten each with a fork, making a criss-cross pattern. Bake in the preheated oven for 10 minutes. Cool cookies on the baking sheet for 2 minutes before moving to a plate.",98 calories; protein 3g; carbohydrates 10.5g; fat 5.6g; cholesterol 7.8mg; sodium 52.3mg.
https://www.allrecipes.com/recipe/25490/broccoli-rice-cheese-and-chicken-casserole/,"Broccoli, Rice, Cheese, and Chicken Casserole Recipe",15 mins,30 mins,,45 mins,8,8 servings,"2 cups water, 2 cups uncooked instant rice, 2 (10 ounce) cans chunk chicken, drained, 1 (10.75 ounce) can condensed cream of mushroom soup, 1 (10.75 ounce) can condensed cream of chicken soup, ¼ cup butter, 1 cup milk, 1 (16 ounce) package frozen chopped broccoli, 1 small white onion, chopped, 1 pound processed cheese food","Preheat oven to 350 degrees F (175 degrees C). In a medium saucepan, bring the water to a boil. Mix in the instant rice, cover, and remove from heat. Let stand 5 minutes. In a 9x13 inch baking dish, mix the prepared rice, chicken, cream of mushroom soup, cream of chicken soup, butter, milk, broccoli, onion, and processed cheese. Bake in the preheated oven for 30 to 35 minutes, or until cheese is melted. Stir halfway through cooking to help cheese melt evenly.",756 calories; protein 36g; carbohydrates 82.7g; fat 30.8g; cholesterol 109.5mg; sodium 1642.3mg.
https://www.allrecipes.com/recipe/230620/mayo-chicken/,Mayo Chicken Recipe,15 mins,1 hr 10 mins,,1 hr 25 mins,6,6 servings,"1 cup mayonnaise, 2 cloves garlic, crushed, 1 tablespoon finely chopped fresh rosemary, 1 teaspoon salt, freshly ground black pepper to taste, 1 whole chicken, cut into 6 pieces, ½ cup grated Parmesan cheese","Preheat oven to 350 degrees F (175 degrees C). Stir mayonnaise, garlic, rosemary, salt, and black pepper together in a bowl. Place chicken pieces into a 9x13-inch baking dish, spread mayonnaise mixture over chicken, and top with Parmesan cheese. Bake until the juices run clear, chicken is no longer pink in the middle, and an instant-read meat thermometer inserted into the thickest chicken piece reads at least 160 degrees F (70 degrees C), about 1 hour and 10 minutes.",579 calories; protein 33.6g; carbohydrates 1.9g; fat 48.1g; cholesterol 116.8mg; sodium 791.3mg.
https://www.allrecipes.com/recipe/13107/miso-soup/,Miso Soup - How to Make Miso Soup Recipe,5 mins,15 mins,,20 mins,4,4 servings,"2 teaspoons dashi granules, 4 cups water, 3 tablespoons miso paste, 1 (8 ounce) package silken tofu, diced, 2 green onions, sliced diagonally into 1/2 inch pieces","In a medium saucepan over medium-high heat, combine dashi granules and water; bring to a boil. Reduce heat to medium, and whisk in the miso paste. Stir in tofu. Separate the layers of the green onions, and add them to the soup. Simmer gently for 2 to 3 minutes before serving.",63 calories; protein 5.5g; carbohydrates 5.3g; fat 2.3g; sodium 513.1mg.
https://www.allrecipes.com/recipe/80969/simple-turkey-chili/,Simple Turkey Chili Recipe,15 mins,45 mins,,1 hr,8,,"1 ½ teaspoons olive oil, 1 pound ground turkey, 1 onion, chopped, 2 cups water, 1 (28 ounce) can canned crushed tomatoes, 1 (16 ounce) can canned kidney beans - drained, rinsed, and mashed, 1 tablespoon garlic, minced, 2 tablespoons chili powder, ½ teaspoon paprika, ½ teaspoon dried oregano, ½ teaspoon ground cayenne pepper, ½ teaspoon ground cumin, ½ teaspoon salt, ½ teaspoon ground black pepper","Heat oil in a large pot over medium heat. Add turkey; cook and stir until evenly browned, 6 to 8 minutes. Stir in onion and cook until tender. Add water to the pot. Mix in tomatoes, kidney beans, and garlic. Stir in chili powder, paprika, oregano, cayenne pepper, cumin, salt, and pepper. Bring to a boil. Reduce heat to low, cover, and simmer for 30 minutes.",185 calories; protein 16.4g; carbohydrates 18.8g; fat 6.1g; cholesterol 41.8mg; sodium 450.3mg.
https://www.allrecipes.com/recipe/53729/fish-tacos/,Fish Tacos Recipe,40 mins,20 mins,,1 hr,8,,"1 cup all-purpose flour, 2 tablespoons cornstarch, 1 teaspoon baking powder, ½ teaspoon salt, 1 cup beer, 1 egg, ½ cup plain yogurt, ½ cup mayonnaise, 1 lime, juiced, 1 jalapeno pepper, minced, 1 teaspoon minced capers, 1 teaspoon ground cayenne pepper, ½ teaspoon dried oregano, ½ teaspoon ground cumin, ½ teaspoon dried dill weed, 1 quart oil for frying, 1 pound cod fillets, cut into 2 to 3 ounce portions, 2 tablespoons all-purpose flour, or more as needed, 1 (12 ounce) package corn tortillas, ½ medium head cabbage, finely shredded","Make beer batter: Combine flour, cornstarch, baking powder, and salt in a large bowl. Blend beer and egg in a separate bowl, then quickly stir into flour mixture until combined with a few lumps remaining. Make white sauce: Mix together yogurt and mayonnaise in a medium bowl. Gradually stir in fresh lime juice until consistency is slightly runny. Season with jalapeño, capers, cayenne, oregano, cumin, and dill. Start fish tacos: Heat oil in a deep-fryer to 375 degrees F (190 degrees C). Dust fish pieces lightly with flour. Dip into beer batter, then fry in hot oil until crisp and golden brown. Drain on paper towels. Lightly fry tortillas in hot oil until just crisped, but not too crisp. Drain on paper towels. Place fried fish in tortillas; top with shredded cabbage and white sauce.",409 calories; protein 17.3g; carbohydrates 43g; fat 18.8g; cholesterol 54.3mg; sodium 406.5mg.
https://www.allrecipes.com/recipe/51283/maple-salmon/,Maple Salmon Recipe,10 mins,20 mins,30 mins,1 hr,4,4 fillets,"¼ cup maple syrup, 2 tablespoons soy sauce, 1 clove garlic, minced, ¼ teaspoon garlic salt, ⅛ teaspoon ground black pepper, 1 pound salmon","Stir together maple syrup, soy sauce, garlic, garlic salt, and pepper in a small bowl. Cut salmon into 4 equal fillets, place in a shallow glass baking dish, and coat with maple syrup mixture. Cover the dish and marinate salmon in the refrigerator for 30 minutes, turning once halfway. Preheat oven to 400 degrees F (200 degrees C). Place the baking dish in the preheated oven and bake salmon uncovered until flesh easily flakes with a fork, about 20 minutes.",265 calories; protein 23.2g; carbohydrates 14.1g; fat 12.4g; cholesterol 67mg; sodium 633.1mg.
https://www.allrecipes.com/recipe/50648/feta-eggs/,Feta Eggs Recipe,10 mins,5 mins,,15 mins,4,4 servings,"1 tablespoon butter, ¼ cup chopped onion, 4 eggs, beaten, ¼ cup chopped tomatoes, 2 tablespoons crumbled feta cheese, salt and pepper to taste","Melt butter in a skillet over medium heat. Saute onions until translucent. Pour in eggs. Cook, stirring occasionally to scramble. When eggs appear almost done, stir in chopped tomatoes and feta cheese, and season with salt and pepper. Cook until cheese is melted.",116 calories; protein 7.2g; carbohydrates 2g; fat 8.9g; cholesterol 197.8mg; sodium 434.9mg.
https://www.allrecipes.com/recipe/222352/jamies-sweet-and-easy-corn-on-the-cob/,Jamie's Sweet and Easy Corn on the Cob Recipe,5 mins,10 mins,,15 mins,6,6 servings,"2 tablespoons white sugar, 1 tablespoon lemon juice, 6 ears corn on the cob, husks and silk removed","Fill a large pot about 3/4 full of water and bring to a boil. Stir in sugar and lemon juice, dissolving the sugar. Gently place ears of corn into boiling water, cover the pot, turn off the heat, and let the corn cook in the hot water until tender, about 10 minutes.",94 calories; protein 2.9g; carbohydrates 21.5g; fat 1.1g; sodium 13.5mg.
https://www.allrecipes.com/recipe/18465/gnocchi-i/,Gnocchi I Recipe,30 mins,30 mins,,1 hr,4,4 servings,"2 potatoes, 2 cups all-purpose flour, 1 egg","Bring a large pot of salted water to a boil. Peel potatoes and add to pot. Cook until tender but still firm, about 15 minutes. Drain, cool and mash with a fork or potato masher. Combine 1 cup mashed potato, flour and egg in a large bowl. Knead until dough forms a ball. Shape small portions of the dough into long ""snakes"". On a floured surface, cut snakes into half-inch pieces. Bring a large pot of lightly salted water to a boil. Drop in gnocchi and cook for 3 to 5 minutes or until gnocchi have risen to the top; drain and serve.",329 calories; protein 9.7g; carbohydrates 67g; fat 2g; cholesterol 53mg; sodium 21.5mg.
https://www.allrecipes.com/recipe/229733/simple-roasted-butternut-squash/,Simple Roasted Butternut Squash Recipe,15 mins,25 mins,,40 mins,4,4 servings,"1 butternut squash - peeled, seeded, and cut into 1-inch cubes, 2 tablespoons olive oil, 2 cloves garlic, minced, salt and ground black pepper to taste","Preheat oven to 400 degrees F (200 degrees C). Toss butternut squash with olive oil and garlic in a large bowl. Season with salt and black pepper. Arrange coated squash on a baking sheet. Roast in the preheated oven until squash is tender and lightly browned, 25 to 30 minutes.",177 calories; protein 2.6g; carbohydrates 30.3g; fat 7g; sodium 10.6mg.
https://www.allrecipes.com/recipe/237681/delicious-and-easy-corn-on-the-cob/,Delicious and Easy Corn on the Cob Recipe,5 mins,25 mins,,30 mins,4,4 ears,"¼ teaspoon white sugar, 4 ears corn, husked and cleaned","Bring a large pot of water to a boil. Stir sugar into water to dissolve. Add corn and cover the pot. Turn off heat, leaving the pot on the hot burner. Steep corn in hot water until tender, about 25 minutes.",78 calories; protein 2.9g; carbohydrates 17.4g; fat 1.1g; sodium 13.5mg.
https://www.allrecipes.com/recipe/240438/easy-roasted-broccoli/,Easy Roasted Broccoli Recipe,10 mins,20 mins,,30 mins,4,,"14 ounces broccoli, 1 tablespoon olive oil, salt and ground black pepper to taste","Preheat the oven to 400 degrees F (200 degrees C). Cut broccoli florets from the stalk. Peel the stalk and slice into 1/4-inch slices. Mix florets and stem pieces with olive oil in a bowl and transfer to a baking sheet; season with salt and pepper. Roast in the preheated oven until broccoli is tender and lightly browned, about 18 minutes.",63 calories; protein 2.8g; carbohydrates 6.5g; fat 3.7g; sodium 71.2mg.
https://www.allrecipes.com/recipe/14089/potato-pancakes-i/,Potato Pancakes Recipe,10 mins,15 mins,,25 mins,6,,"4 large potatoes, 1 yellow onion, 1 egg, beaten, 1 teaspoon salt, ground black pepper to taste, 2 tablespoons all-purpose flour, or more as needed, 1 cup vegetable oil for frying, or as needed","Finely grate potatoes and onion into a large bowl. Drain off any excess liquid. Mix in egg, salt, and pepper. Add enough flour to make the mixture thick, about 2 to 4 tablespoons all together. Preheat the oven to low, about 200 degrees F (95 degrees C). Heat 1/4 inch oil in the bottom of a heavy skillet over medium-high heat. Drop two or three 1/4-cup mounds of batter into hot oil, and flatten with back of a spatula to make 1/2-inch-thick pancakes. Fry, turning pancakes once, until golden brown. Transfer pancakes to a plate lined with a paper towel to drain. Keep warm in the oven until serving. Repeat until all potato mixture is used.",283 calories; protein 6.5g; carbohydrates 46.7g; fat 8.4g; cholesterol 31mg; sodium 414.8mg.
https://www.allrecipes.com/recipe/51301/sarahs-applesauce/,Sarah's Applesauce Recipe,10 mins,20 mins,,30 mins,4,4 servings,"4 apples - peeled, cored and chopped, ¾ cup water, ¼ cup white sugar, ½ teaspoon ground cinnamon","In a saucepan, combine apples, water, sugar, and cinnamon. Cover, and cook over medium heat for 15 to 20 minutes, or until apples are soft. Allow to cool, then mash with a fork or potato masher.",121 calories; protein 0.4g; carbohydrates 31.8g; fat 0.2g; sodium 2.7mg.
https://www.allrecipes.com/recipe/18350/baked-spaghetti-with-chicken/,Baked Spaghetti with Chicken Recipe,1 hr,30 mins,,1 hr 30 mins,8,8 servings,"3 tablespoons olive oil, 2 bay leaves, 1 ½ tablespoons Italian seasoning, 1 teaspoon chopped garlic, salt and pepper to taste, 4 skinless, boneless chicken breast halves, 1 green bell pepper, chopped, ½ onion, chopped, 1 head broccoli, cut into florets, 8 fresh mushrooms, sliced, 1 pound uncooked spaghetti, 5 ounces shredded Colby-Monterey Jack cheese, 1 (16 ounce) jar spaghetti sauce, or more to taste","In shallow non-aluminum dish or resealable plastic bag, combine olive oil, bay leaves, Italian seasoning, garlic, salt, and pepper. Poke holes in chicken breasts and add to olive oil mixture. Marinate in refrigerator for 1 to 2 hours. Preheat oven to 375 degrees F (190 degrees C). Remove chicken from refrigerator and cut into half-inch pieces. Cook in large skillet, with marinade, until chicken is light brown and sauce is bubbly. Remove bay leaves. Stir pepper, onion, broccoli, and mushrooms into skillet and allow to simmer until tender, about 5 minutes. While vegetables are cooking, bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Return pasta to pot and add chicken mixture and spaghetti sauce. Stir. Pour mixture into 9x13 inch pan. Top with shredded cheese. Bake in preheated oven for 20 minutes, or until cheese is melted. Serve.",472 calories; protein 27.3g; carbohydrates 56.3g; fat 15.3g; cholesterol 54mg; sodium 413.5mg.
https://www.allrecipes.com/recipe/229166/grilled-veggie-skewers/,Grilled Veggie Skewers Recipe,10 mins,10 mins,,20 mins,4,8 skewers,"1 fresh pineapple, cut into chunks, 2 medium zucchinis, cut into 1-inch slices, 2 medium yellow squash, cut into 1-inch slices, ½ pound whole fresh mushrooms, 1 medium red onion, cut into chunks, 12 cherry tomatoes, 1 medium red bell pepper, cut into chunks, 8 bamboo skewers, soaked in water for 20 minutes, ⅓ cup olive oil, 1 ½ teaspoons dried basil, ¾ teaspoon dried oregano, ½ teaspoon salt, ⅛ teaspoon ground black pepper","Preheat a grill for medium heat and lightly oil the grate. Alternately thread pineapple chunks, zucchini slices, yellow squash slices, mushrooms, onion chunks, tomatoes, and bell pepper chunks onto skewers. Whisk olive oil, basil, oregano, salt, and black pepper in a bowl; brush some of the mixture over vegetables. Cook skewers on the preheated grill until vegetables are tender, turning and basting vegetables with remaining olive oil mixture occasionally, 10 to 15 minutes.",406 calories; protein 7.1g; carbohydrates 60.3g; fat 19.3g; sodium 316.1mg.
https://www.allrecipes.com/recipe/76954/roasted-new-red-potatoes/,Roasted New Red Potatoes Recipe,5 mins,20 mins,,25 mins,8,,"3 pounds small red new potatoes, halved, ¼ cup olive oil, 1 teaspoon salt and freshly ground black pepper","Preheat the oven to 400 degrees F (200 degrees C) and adjust the oven rack to the lowest position. Toss potatoes with oil, salt, and pepper in a bowl. Arrange, cut side down, on a rimmed cookie sheet or jellyroll pan. Roast potatoes in the preheated oven until tender and golden brown, 20 to 30 minutes. Transfer to a serving dish.",179 calories; protein 3.2g; carbohydrates 27.1g; fat 7g; sodium 301mg.
https://www.allrecipes.com/recipe/15559/black-beans-and-rice/,Black Beans and Rice Recipe,5 mins,25 mins,,30 mins,6,,"1 teaspoon olive oil, 1 onion, chopped, 2 cloves garlic, minced, ¾ cup uncooked white rice, 1 ½ cups low sodium, low fat vegetable broth, 3 ½ cups canned black beans, drained, 1 teaspoon ground cumin, ¼ teaspoon cayenne pepper","Heat oil in a saucepan over medium-high heat. Cook and stir onion and garlic for 4 minutes. Stir in rice and cook for 2 minutes. Add vegetable broth and bring to a boil. Cover, reduce to a simmer, and cook until liquid is absorbed, about 20 minutes. Stir in beans, cumin, and cayenne and cook until warmed through.",140 calories; protein 6.3g; carbohydrates 27.1g; fat 0.9g; sodium 354.4mg.
https://www.allrecipes.com/recipe/143555/mandarin-chicken-pasta-salad/,Mandarin Chicken Pasta Salad Recipe,45 mins,8 mins,,53 mins,6,6 servings,"1 teaspoon finely chopped, peeled fresh ginger, ⅓ cup rice vinegar, ¼ cup orange juice, ¼ cup vegetable oil, 1 teaspoon toasted sesame oil, 1 (1 ounce) package dry onion soup mix, 2 teaspoons white sugar, 1 clove garlic, pressed, 1 (8 ounce) package bow tie (farfalle) pasta, ½ cucumber - scored, halved lengthwise, seeded, and sliced, ½ cup diced red bell pepper, ½ cup coarsely chopped red onion, 2 diced Roma tomatoes, 1 carrot, shredded, 1 (6 ounce) bag fresh spinach, 1 (11 ounce) can mandarin orange segments, drained, 2 cups diced cooked chicken, ½ cup sliced almonds, toasted","To make the dressing, whisk together the ginger root, rice vinegar, orange juice, vegetable oil, sesame oil, soup mix, sugar, and garlic until well blended. Cover, and refrigerate until needed. Bring a large pot of lightly salted water to a boil. Add the bowtie pasta and cook for 8 to 10 minutes or until al dente; drain, and rinse under cold water. Place pasta in a large bowl. To make the salad, toss the cucumber, bell pepper, onion, tomatoes, carrot, spinach, mandarin oranges, chicken, and almonds with the pasta. Pour the dressing over the salad mixture, and toss again to coat evenly. Serve immediately.",425 calories; protein 21.8g; carbohydrates 44.7g; fat 18.9g; cholesterol 35mg; sodium 357.7mg.
https://www.allrecipes.com/recipe/220642/quick-and-easy-refried-beans/,Quick and Easy Refried Beans Recipe,10 mins,10 mins,,20 mins,6,,"2 tablespoons canola oil, 2 garlic cloves, peeled, 2 (15 ounce) cans pinto beans, 1 teaspoon cumin, 1 teaspoon chili powder, salt to taste, ½ lime, juiced","Heat canola oil in a heavy skillet over medium heat. Cook garlic cloves in hot oil, turning once, until brown on both sides, 4 to 5 minutes. Smash garlic cloves in the skillet with fork. Stir pinto beans, cumin, chili powder, and salt into mashed garlic and cook until beans are thoroughly heated, about 5 minutes. Stir occasionally. Smash bean mixture with a potato masher to desired texture. Squeeze lime juice over smashed beans and stir until combined.",132 calories; protein 5g; carbohydrates 16.1g; fat 5.6g; sodium 323.2mg.
